name,description,image,token ID,BACKGROUND,TENNISBALL,BODY,OUTLINE,RACKET,TATTOO,TSHIRT,WATCH,WRISTBAND,HAIRCUT,GLASSES,EARRINGS,PLAYER TYPE,MUTATION,BORDER,SIGNATURE,POSE,TECHNIQUE,MINDSET,POWER,TACTICS,CONDITIONING,LUCK,Tactics boost,Power boost,Conditioning boost,Technique boost,Mindset boost,MOMENT,animation_url
Ballman #4805,Stan the Ballman collection,https://arts.ballmanproject.io/2505.png,4804,Radiant Yellow 2,white,05,white,,none,pink,,blue,st_longhair_brown,none,none,All-court Player,Quick neuron,copper,sw black,FINGER,50,52,45,56,47,50,5.0,,,,,,
Ballman #4806,Stan the Ballman collection,https://arts.ballmanproject.io/1678.png,4805,Victory Green 3,black,05,black,pink,sleeve,pink,pink,yellow,nk_fauxhawk_ginger,none,none,Pusher,none,red,sw white,BACKHANDS VOLLEY,48,50,44,51,57,50,,,,,,,
Ballman #4807,Stan the Ballman collection,https://arts.ballmanproject.io/1633.png,4806,Purple Stan 1,black,02,white,blue,none,blue,blue,red,rn_headband_ginger,none,none,Serve-and-Volleyer,none,black,none,BACKHANDS VOLLEY,56,49,53,52,40,50,,,,,,,
Ballman #4808,Stan the Ballman collection,https://arts.ballmanproject.io/2060.png,4807,Holographic 3,white,04,white,,none,yellow,red,pink,in_sideslick_blond,,,All-court Player,none,paillettes,full white,BROKEN,49,53,45,56,47,50,,,,,,,
Ballman #4809,Stan the Ballman collection,https://arts.ballmanproject.io/4897.png,4808,Pink Gradient 3,pink,06,black,red,none,black,black,black,aa_mullet_brown,white,none,All-court Player,none,black,sw black,VICTORY,50,52,45,56,47,50,,,,,,,
Ballman #4810,Stan the Ballman collection,https://arts.ballmanproject.io/824.png,4809,Red Stan 1,green,04,black,pink,none,yellow,green,pink,gi_topknot_ginger,none,earring,Counterpuncher,Cardio+,grass,full white,BACKHANDS,46,49,46,50,59,50,,,5.0,,,,
Ballman #4811,Stan the Ballman collection,https://arts.ballmanproject.io/5705.png,4810,Radiant Purple 1,bronze,Stan,white,,,white,,yellow,,black,,Serve-and-Volleyer,Eagle Eye,red,none,FINGER,56,50,53,51,41,50,,,,5.0,,,
Ballman #4812,Stan the Ballman collection,https://arts.ballmanproject.io/2990.png,4811,Red Stan 2,yellow,06,white,,none,red,,blue,st_longhair_blond,white,none,All-court Player,none,earth,full black,FINGER,49,53,45,56,47,50,,,,,,,
Ballman #4813,Stan the Ballman collection,https://arts.ballmanproject.io/3501.png,4812,Radiant Yellow 2,green,06,black,,none,red,,black,bb_headband_blond,white,none,Pusher,Stan's punch,pink,none,FIST,46,51,44,53,57,50,,5.0,,,,,
Ballman #4814,Stan the Ballman collection,https://arts.ballmanproject.io/1514.png,4813,Radiant Yellow 3,red,03,white,black,none,pink,red,pink,rn_headband_ginger,none,none,Aggressive Baseliner,Eagle Eye,pink,sw black,BACKHANDS VOLLEY,55,50,55,45,45,50,,,,5.0,,,
Ballman #4815,Stan the Ballman collection,https://arts.ballmanproject.io/5287.png,4814,Red Stan 1,gold,Stan,white,pink,,white,,red,,none,,Counterpuncher,none,earth,none,BACKHANDS VOLLEY,47,50,46,50,57,50,,,,,,,
Ballman #4816,Stan the Ballman collection,https://arts.ballmanproject.io/6065.png,4815,Blue Stan 2,purple,Stan,white,yellow,,pink,,black,,white,,Pusher,none,red,full white,POINT,48,50,44,51,57,50,,,,,,,
Ballman #4817,Stan the Ballman collection,https://arts.ballmanproject.io/3923.png,4816,Deep Blue 3,orange,03,black,,none,white,,red,yn_dreads_ginger,none,none,All-court Player,none,metalgreen,sw white,FIST,49,52,46,57,46,50,,,,,,,
Ballman #4818,Stan the Ballman collection,https://arts.ballmanproject.io/4753.png,4817,Blue Stan 3,blue,04,black,,none,blue,red,black,gk_curlyhair_ginger,none,none,Counterpuncher,Stan's punch,green,none,TROPHY,46,49,46,50,59,50,,5.0,,,,,
Ballman #4819,Stan the Ballman collection,https://arts.ballmanproject.io/4995.png,4818,Radiant Purple 3,orange,Stan,white,green,,red,,yellow,,none,,All-court Player,Eagle Eye,metal,full black,BACKHANDS,49,53,45,56,47,50,,,,5.0,,,
Ballman #4820,Stan the Ballman collection,https://arts.ballmanproject.io/2259.png,4819,Deep Blue 1,white,03,black,,none,white,pink,green,kn_fringe_black,,,Pusher,none,green,full white,BROKEN,48,50,44,51,57,50,,,,,,,
Ballman #4821,Stan the Ballman collection,https://arts.ballmanproject.io/7.png,4820,US OPEN,,,,,,red,,,,,,Aggressive Baseliner,Zen master,metalblue,full white,VICTORY,55,50,55,45,45,50,,,,,10.0,3rd round,
Ballman #4822,Stan the Ballman collection,https://arts.ballmanproject.io/3597.png,4821,Red Stan 3,yellow,05,black,,none,yellow,,green,bb_mullet_ginger,black,none,Serve-and-Volleyer,none,blue,none,FIST,56,49,54,50,41,50,,,,,,,
Ballman #4823,Stan the Ballman collection,https://arts.ballmanproject.io/2103.png,4822,Victory Green 3,bronze,06,black,,none,yellow,black,black,kn_fringe_ginger,,,Pusher,Eagle Eye,earth,none,BROKEN,46,51,44,53,57,50,,,,5.0,,,
Ballman #4824,Stan the Ballman collection,https://arts.ballmanproject.io/5932.png,4823,Red Stan 3,yellow,Stan,white,,,black,,green,,none,,Serve-and-Volleyer,Killer mindset,black,none,FIST,56,49,54,50,41,50,,,,,5.0,,
Ballman #4825,Stan the Ballman collection,https://arts.ballmanproject.io/1249.png,4824,Red Stan 1,blue,06,black,red,none,red,green,red,rn_headband_blond,brown,none,Serve-and-Volleyer,none,metalgreen,none,BACKHANDS VOLLEY,56,49,53,52,40,50,,,,,,,
Ballman #4826,Stan the Ballman collection,https://arts.ballmanproject.io/2847.png,4825,Radiant Purple 2,white,06,black,,none,black,,red,dm_partinghair_brown,none,none,Serve-and-Volleyer,none,copper,none,FINGER,56,49,53,52,40,50,,,,,,,
Ballman #4827,Stan the Ballman collection,https://arts.ballmanproject.io/2856.png,4826,Victory Green 3,red,01,white,,none,blue,,black,st_longhair_blond,none,none,Counterpuncher,none,pink,full black,FINGER,46,49,46,50,59,50,,,,,,,
Ballman #4828,Stan the Ballman collection,https://arts.ballmanproject.io/2272.png,4827,Victory Red 3,blue,green,white,,none,pink,white,black,mc_bowlcut_brown,,,All-court Player,none,paillettes,none,BROKEN,49,52,46,57,46,50,,,,,,,
Ballman #4829,Stan the Ballman collection,https://arts.ballmanproject.io/1097.png,4828,Victory Red 1,orange,06,black,pink,normal,yellow,pink,pink,gm_afro_black,white,none,Counterpuncher,none,metalred,none,BACKHANDS VOLLEY,46,50,47,50,57,50,,,,,,,
Ballman #4830,Stan the Ballman collection,https://arts.ballmanproject.io/3778.png,4829,Red Stan 1,blue,06,white,,none,black,,white,yn_dreads_black,white,none,Pusher,none,metalred,none,FIST,46,50,43,52,58,50,,,,,,,
Ballman #4831,Stan the Ballman collection,https://arts.ballmanproject.io/125.png,4830,Victory Yellow 1,purple,05,black,black,sleeve,pink,pink,blue,am_afro_brown,none,none,All-court Player,none,green,sw black,BACKHANDS,49,52,46,57,46,50,,,,,,,
Ballman #4832,Stan the Ballman collection,https://arts.ballmanproject.io/2682.png,4831,Pink Gradient 1,pink,04,black,,none,pink,,white,st_longhair_blond,none,none,Counterpuncher,none,orange,sw white,FINGER,47,50,46,50,57,50,,,,,,,
Ballman #4833,Stan the Ballman collection,https://arts.ballmanproject.io/3482.png,4832,Blue Stan 2,orange,05,white,,none,black,,yellow,yn_dreads_ginger,none,none,Counterpuncher,none,red,none,FIST,46,49,46,50,59,50,,,,,,,
Ballman #4834,Stan the Ballman collection,https://arts.ballmanproject.io/348.png,4833,Blue Stan 2,yellow,06,white,yellow,none,pink,yellow,green,ar_mohawk_brown,brown,none,Pusher,Quick neuron,copper,sw black,BACKHANDS,46,51,44,53,57,50,5.0,,,,,,
Ballman #4835,Stan the Ballman collection,https://arts.ballmanproject.io/4183.png,4834,Victory Red 2,red,blue,black,,none,white,,green,bb_mullet_brown,black,none,Aggressive Baseliner,none,pink,none,FIST,55,49,55,44,47,50,,,,,,,
Ballman #4836,Stan the Ballman collection,https://arts.ballmanproject.io/5308.png,4835,Blue Stan 2,green,Stan,white,green,,blue,,green,,none,,Counterpuncher,none,metalblue,sw black,BACKHANDS VOLLEY,46,49,46,50,59,50,,,,,,,
Ballman #4837,Stan the Ballman collection,https://arts.ballmanproject.io/5610.png,4836,Radiant Yellow 3,orange,Stan,white,,,black,,red,,none,,Serve-and-Volleyer,none,blue,none,FINGER,56,50,53,51,40,50,,,,,,,
Ballman #4838,Stan the Ballman collection,https://arts.ballmanproject.io/2425.png,4837,Victory Purple 1,white,red,white,,none,red,black,blue,kn_fringe_blond,,,All-court Player,none,red,none,BROKEN,49,53,45,56,47,50,,,,,,,
Ballman #4839,Stan the Ballman collection,https://arts.ballmanproject.io/168.png,4838,Purple Stan 2,black,05,black,red,none,blue,white,pink,ar_mohawk_blond,none,none,All-court Player,none,paillettes,none,BACKHANDS,49,53,45,56,47,50,,,,,,,
Ballman #4840,Stan the Ballman collection,https://arts.ballmanproject.io/4901.png,4839,Radiant Blue 3,purple,02,white,yellow,none,black,green,black,nd_trimmedcut_brown,none,none,Serve-and-Volleyer,none,metalpink,none,VICTORY,56,49,53,52,40,50,,,,,,,
Ballman #4841,Stan the Ballman collection,https://arts.ballmanproject.io/3413.png,4840,Victory Yellow 1,orange,04,black,,none,green,,blue,bb_mullet_blond,black,none,Pusher,none,pink,sw black,FIST,46,51,44,53,57,50,,,,,,,
Ballman #4842,Stan the Ballman collection,https://arts.ballmanproject.io/6151.png,4841,Purple Stan 2,yellow,Stan,white,,,white,,pink,,none,,All-court Player,Quick neuron,metalred,full black,TROPHY,49,53,45,56,47,50,5.0,,,,,,
Ballman #4843,Stan the Ballman collection,https://arts.ballmanproject.io/5194.png,4842,Victory Yellow 3,green,Stan,black,pink,,green,,pink,,black,,Counterpuncher,Killer mindset,red,none,BACKHANDS VOLLEY,47,50,46,50,57,50,,,,,5.0,,
Ballman #4844,Stan the Ballman collection,https://arts.ballmanproject.io/222.png,4843,Radiant Yellow 2,green,05,black,green,none,pink,white,red,ar_mohawk_ginger,black,none,Pusher,Cardio+,metal,none,BACKHANDS,46,50,43,52,58,50,,,5.0,,,,
Ballman #4845,Stan the Ballman collection,https://arts.ballmanproject.io/2145.png,4844,Radiant Purple 1,black,01,white,,none,blue,white,pink,kn_fringe_blond,,,Serve-and-Volleyer,Stan's punch,orange,sw gold,BROKEN,56,49,53,52,40,50,,5.0,,,,,
Ballman #4846,Stan the Ballman collection,https://arts.ballmanproject.io/5934.png,4845,Radiant Yellow 3,red,Stan,white,,,blue,,white,,none,,Counterpuncher,none,pink,none,FIST,46,49,46,50,59,50,,,,,,,
Ballman #4847,Stan the Ballman collection,https://arts.ballmanproject.io/2022.png,4846,Blue Stan 1,red,06,black,,none,pink,blue,white,mc_bowlcut_ginger,,,Pusher,Master mind,black,none,BROKEN,46,51,44,53,57,50,8.0,,,,,,
Ballman #4848,Stan the Ballman collection,https://arts.ballmanproject.io/1868.png,4847,Deep Blue 1,purple,04,white,blue,none,blue,pink,yellow,jme_curlyheadband_brown,black,none,Pusher,none,pink,sw white,BLINK,46,50,43,52,58,50,,,,,,,
Ballman #4849,Stan the Ballman collection,https://arts.ballmanproject.io/1394.png,4848,Deep Blue 2,purple,05,white,black,none,green,green,pink,nk_fauxhawk_ginger,none,earring,Serve-and-Volleyer,none,black,none,BACKHANDS VOLLEY,56,49,53,52,40,50,,,,,,,
Ballman #4850,Stan the Ballman collection,https://arts.ballmanproject.io/4460.png,4849,Victory Purple 2,pink,05,black,black,none,green,white,red,db_dreadlocks_black,none,,Pusher,none,metalpink,sw gold,POINT,48,50,44,51,57,50,,,,,,,
Ballman #4851,Stan the Ballman collection,https://arts.ballmanproject.io/3870.png,4850,Victory Yellow 3,white,01,black,,sleeve,pink,,blue,bb_mullet_brown,none,none,Pusher,none,metal,sw white,FIST,46,50,43,52,58,50,,,,,,,
Ballman #4852,Stan the Ballman collection,https://arts.ballmanproject.io/5593.png,4851,Radiant Yellow 2,red,Stan,black,,,blue,,green,,white,,All-court Player,none,white,none,FINGER,50,52,45,56,47,50,,,,,,,
Ballman #4853,Stan the Ballman collection,https://arts.ballmanproject.io/5086.png,4852,Radiant Green 1,bronze,Stan,white,blue,,red,,red,,none,,Counterpuncher,Quick neuron,red,sw black,BACKHANDS,46,49,46,50,59,50,5.0,,,,,,
Ballman #4854,Stan the Ballman collection,https://arts.ballmanproject.io/4677.png,4853,Radiant Purple 1,orange,05,black,yellow,none,blue,black,red,gv_headband_brown,none,,All-court Player,Cardio+,orange,none,POINT,49,52,46,57,46,50,,,5.0,,,,
Ballman #4855,Stan the Ballman collection,https://arts.ballmanproject.io/2964.png,4854,Victory Green 1,red,02,white,,none,red,,blue,dm_partinghair_ginger,none,none,Counterpuncher,Killer mindset,white,none,FINGER,46,49,46,50,59,50,,,,,5.0,,
Ballman #4856,Stan the Ballman collection,https://arts.ballmanproject.io/2794.png,4855,Deep Blue 1,yellow,04,white,,normal,red,,blue,dm_partinghair_brown,none,none,Serve-and-Volleyer,Stan's punch,pink,none,FINGER,56,50,53,51,40,50,,5.0,,,,,
Ballman #4857,Stan the Ballman collection,https://arts.ballmanproject.io/4011.png,4856,Victory Purple 3,red,06,black,,none,yellow,,green,bb_mullet_ginger,black,none,Counterpuncher,Cardio+,black,full white,FIST,46,50,47,50,57,50,,,5.0,,,,
Ballman #4858,Stan the Ballman collection,https://arts.ballmanproject.io/2624.png,4857,Deep Blue 3,blue,02,black,,sleeve,blue,,black,rf_headband_brown,none,none,Counterpuncher,none,grass,sw white,FINGER,46,49,46,50,59,50,,,,,,,
Ballman #4859,Stan the Ballman collection,https://arts.ballmanproject.io/3708.png,4858,Radiant Yellow 1,purple,03,white,,none,green,,yellow,bb_headband_brown,white,none,Counterpuncher,Cardio+,black,none,FIST,47,50,46,50,57,50,,,5.0,,,,
Ballman #4860,Stan the Ballman collection,https://arts.ballmanproject.io/2726.png,4859,Radiant Blue 3,green,02,white,,none,red,,green,rf_headband_black,none,none,Counterpuncher,none,red,full gold,FINGER,47,50,46,50,57,50,,,,,,,
Ballman #4861,Stan the Ballman collection,https://arts.ballmanproject.io/4418.png,4860,Red Stan 1,pink,06,black,pink,none,red,yellow,green,db_dreadlocks_brown,none,,All-court Player,Eagle Eye,pink,none,POINT,50,52,45,56,47,50,,,,5.0,,,
Ballman #4862,Stan the Ballman collection,https://arts.ballmanproject.io/5901.png,4861,Holographic 2,green,Stan,white,,,blue,,black,,none,,Counterpuncher,none,pink,none,FIST,46,49,46,50,59,50,,,,,,,
Ballman #4863,Stan the Ballman collection,https://arts.ballmanproject.io/3494.png,4862,Radiant Purple 2,white,06,black,,sleeve,blue,,yellow,yn_dreads_black,white,none,Counterpuncher,none,earth,sw black,FIST,46,50,47,50,57,50,,,,,,,
Ballman #4864,Stan the Ballman collection,https://arts.ballmanproject.io/3274.png,4863,Victory Red 2,yellow,06,white,,none,pink,,green,st_longhair_blond,none,none,Counterpuncher,none,metalred,none,FINGER,46,50,47,50,57,50,,,,,,,
Ballman #4865,Stan the Ballman collection,https://arts.ballmanproject.io/3791.png,4864,Radiant Blue 3,black,01,black,,none,black,,black,bb_headband_ginger,none,none,All-court Player,none,white,full black,FIST,49,53,45,56,47,50,,,,,,,
Ballman #4866,Stan the Ballman collection,https://arts.ballmanproject.io/5212.png,4865,Blue Stan 1,white,Stan,white,yellow,,red,,white,,none,,Aggressive Baseliner,none,white,sw white,BACKHANDS VOLLEY,55,49,55,44,47,50,,,,,,,
Ballman #4867,Stan the Ballman collection,https://arts.ballmanproject.io/742.png,4866,Purple Stan 1,purple,03,white,yellow,none,green,yellow,black,gi_topknot_blond,none,none,Counterpuncher,none,green,sw black,BACKHANDS,47,50,46,50,57,50,,,,,,,
Ballman #4868,Stan the Ballman collection,https://arts.ballmanproject.io/3443.png,4867,Red Stan 1,blue,06,white,,none,blue,,pink,bb_headband_ginger,none,none,Pusher,none,black,full white,FIST,46,51,44,53,57,50,,,,,,,
Ballman #4869,Stan the Ballman collection,https://arts.ballmanproject.io/2785.png,4868,Victory Yellow 2,black,01,white,,none,yellow,,green,rf_headband_black,none,none,Aggressive Baseliner,none,black,sw black,FINGER,55,50,55,45,45,50,,,,,,,
Ballman #4870,Stan the Ballman collection,https://arts.ballmanproject.io/5808.png,4869,Radiant Blue 2,black,Stan,black,,,blue,,green,,none,,All-court Player,none,quick,sw black,FIST,49,52,46,57,46,50,,,,,,,
Ballman #4871,Stan the Ballman collection,https://arts.ballmanproject.io/3458.png,4870,Red Stan 3,pink,05,white,,normal,yellow,,black,bb_headband_ginger,none,none,Serve-and-Volleyer,none,white,sw white,FIST,56,50,53,51,40,50,,,,,,,
Ballman #4872,Stan the Ballman collection,https://arts.ballmanproject.io/4130.png,4871,Victory Yellow 1,white,05,white,,none,blue,,pink,bb_mullet_ginger,white,none,Serve-and-Volleyer,none,red,none,FIST,56,49,53,52,40,50,,,,,,,
Ballman #4873,Stan the Ballman collection,https://arts.ballmanproject.io/4093.png,4872,Purple Stan 2,black,06,white,,normal,black,,red,bb_mullet_ginger,black,none,Counterpuncher,none,orange,none,FIST,46,50,47,50,57,50,,,,,,,
Ballman #4874,Stan the Ballman collection,https://arts.ballmanproject.io/3546.png,4873,Blue Stan 3,yellow,03,black,,none,pink,,black,bb_mullet_blond,none,none,Pusher,none,green,sw black,FIST,48,50,44,51,57,50,,,,,,,
Ballman #4875,Stan the Ballman collection,https://arts.ballmanproject.io/2799.png,4874,Pink Gradient 3,white,03,black,,none,pink,,yellow,rf_headband_blond,none,none,All-court Player,none,metalgreen,none,FINGER,49,53,45,56,47,50,,,,,,,
Ballman #4876,Stan the Ballman collection,https://arts.ballmanproject.io/5116.png,4875,Red Stan 1,bronze,Stan,black,blue,,blue,,green,,none,,Serve-and-Volleyer,none,quick,none,BACKHANDS,56,49,54,50,41,50,,,,,,,
Ballman #4877,Stan the Ballman collection,https://arts.ballmanproject.io/296.png,4876,Blue Stan 1,bronze,blue,black,red,none,red,red,green,am_afro_blond,none,none,Serve-and-Volleyer,Eagle Eye,green,full white,BACKHANDS,56,49,54,50,41,50,,,,5.0,,,
Ballman #4878,Stan the Ballman collection,https://arts.ballmanproject.io/728.png,4877,Victory Purple 3,pink,05,black,black,none,blue,green,red,gi_topknot_ginger,none,none,Counterpuncher,none,paillettes,sw white,BACKHANDS,46,49,46,50,59,50,,,,,,,
Ballman #4879,Stan the Ballman collection,https://arts.ballmanproject.io/1074.png,4878,Victory Purple 2,yellow,06,white,black,none,blue,yellow,blue,gm_afro_black,black,earring,Pusher,Killer mindset,metalblue,full white,BACKHANDS VOLLEY,46,51,44,53,57,50,,,,,5.0,,
Ballman #4880,Stan the Ballman collection,https://arts.ballmanproject.io/3596.png,4879,Radiant Green 1,gold,06,white,,sleeve,pink,,blue,yn_dreads_brown,black,none,Counterpuncher,none,paillettes,none,FIST,46,49,46,50,59,50,,,,,,,
Ballman #4881,Stan the Ballman collection,https://arts.ballmanproject.io/5717.png,4880,Purple Stan 3,bronze,Stan,white,,,black,,blue,,none,,Serve-and-Volleyer,none,blue,none,FINGER,56,49,53,52,40,50,,,,,,,
Ballman #4882,Stan the Ballman collection,https://arts.ballmanproject.io/4855.png,4881,Radiant Yellow 3,white,03,black,black,none,black,red,green,nd_trimmedcut_brown,none,none,Serve-and-Volleyer,none,orange,full black,VICTORY,56,49,53,52,40,50,,,,,,,
Ballman #4883,Stan the Ballman collection,https://arts.ballmanproject.io/2170.png,4882,Victory Yellow 1,white,04,white,,none,black,pink,red,kn_fringe_black,,,Counterpuncher,Quick neuron,white,none,BROKEN,46,49,46,50,59,50,5.0,,,,,,
Ballman #4884,Stan the Ballman collection,https://arts.ballmanproject.io/880.png,4883,Victory Green 2,yellow,green,black,blue,none,pink,black,white,ar_mohawk_brown,none,none,All-court Player,none,pink,sw black,BACKHANDS,50,53,45,56,47,50,,,,,,,
Ballman #4885,Stan the Ballman collection,https://arts.ballmanproject.io/4271.png,4884,Pink Gradient 1,pink,red,black,black,none,pink,yellow,yellow,se_featheredhair_brown,none,,Pusher,none,green,none,POINT,48,50,44,51,57,50,,,,,,,
Ballman #4886,Stan the Ballman collection,https://arts.ballmanproject.io/208.png,4885,Victory Yellow 2,lgbtq,05,white,pink,none,black,green,red,am_afro_brown,none,none,Serve-and-Volleyer,none,paillettes,sw black,BACKHANDS,56,49,53,52,40,50,,,,,,,
Ballman #4887,Stan the Ballman collection,https://arts.ballmanproject.io/1140.png,4886,Victory Green 2,lgbtq,05,black,yellow,none,blue,blue,white,rn_headband_black,white,none,All-court Player,none,orange,none,BACKHANDS VOLLEY,49,53,45,56,47,50,,,,,,,
Ballman #4888,Stan the Ballman collection,https://arts.ballmanproject.io/1912.png,4887,Victory Green 2,green,02,white,black,none,yellow,yellow,green,jme_curlyheadband_blond,none,none,All-court Player,none,white,none,BLINK,49,53,45,56,47,50,,,,,,,
Ballman #4889,Stan the Ballman collection,https://arts.ballmanproject.io/4718.png,4888,Blue Stan 3,white,06,black,,sleeve,green,white,red,ds_sideslick_blond,none,none,Counterpuncher,none,blue,full white,TROPHY,46,50,47,50,57,50,,,,,,,
Ballman #4890,Stan the Ballman collection,https://arts.ballmanproject.io/2136.png,4889,Purple Stan 1,white,03,black,,none,blue,blue,yellow,kn_fringe_blond,,,Aggressive Baseliner,none,pink,none,BROKEN,55,49,55,44,47,50,,,,,,,
Ballman #4891,Stan the Ballman collection,https://arts.ballmanproject.io/3743.png,4890,Blue Stan 3,black,05,white,,sleeve,black,,green,bb_mullet_brown,none,none,All-court Player,none,metalpink,none,FIST,50,53,45,56,47,50,,,,,,,
Ballman #4892,Stan the Ballman collection,https://arts.ballmanproject.io/1218.png,4891,Victory Purple 2,white,05,black,yellow,none,black,black,pink,gm_afro_black,none,none,Aggressive Baseliner,none,black,sw white,BACKHANDS VOLLEY,56,50,54,45,45,50,,,,,,,
Ballman #4893,Stan the Ballman collection,https://arts.ballmanproject.io/5640.png,4892,Radiant Purple 1,bronze,Stan,white,,,yellow,,yellow,,none,,Serve-and-Volleyer,none,metalgreen,none,FINGER,56,49,54,50,41,50,,,,,,,
Ballman #4894,Stan the Ballman collection,https://arts.ballmanproject.io/5133.png,4893,Victory Yellow 1,white,Stan,white,red,,green,,blue,,none,,All-court Player,none,red,sw white,BACKHANDS,50,52,45,56,47,50,,,,,,,
Ballman #4895,Stan the Ballman collection,https://arts.ballmanproject.io/1630.png,4894,Holographic 2,blue,05,black,pink,none,white,pink,black,gm_afro_brown,black,none,Aggressive Baseliner,none,orange,none,BACKHANDS VOLLEY,56,50,54,45,45,50,,,,,,,
Ballman #4896,Stan the Ballman collection,https://arts.ballmanproject.io/4821.png,4895,Victory Green 2,white,06,white,red,none,red,yellow,pink,nd_trimmedcut_blond,white,none,Serve-and-Volleyer,Eagle Eye,red,none,VICTORY,56,50,53,51,40,50,,,,5.0,,,
Ballman #4897,Stan the Ballman collection,https://arts.ballmanproject.io/2339.png,4896,Victory Red 3,green,red,black,,sleeve,blue,blue,black,in_sideslick_blond,,,Serve-and-Volleyer,none,gold,full white,BROKEN,56,49,53,52,40,50,,,,,,,
Ballman #4898,Stan the Ballman collection,https://arts.ballmanproject.io/3932.png,4897,Radiant Yellow 1,orange,02,black,,none,black,,white,bb_mullet_ginger,white,none,Serve-and-Volleyer,none,blue,none,FIST,56,49,54,50,41,50,,,,,,,
Ballman #4899,Stan the Ballman collection,https://arts.ballmanproject.io/1965.png,4898,Victory Yellow 2,black,03,white,,none,red,black,white,in_sideslick_ginger,,,Serve-and-Volleyer,none,blue,none,BROKEN,56,49,54,50,41,50,,,,,,,
Ballman #4900,Stan the Ballman collection,https://arts.ballmanproject.io/2418.png,4899,Radiant Green 3,purple,04,black,,none,red,pink,red,mc_bowlcut_brown,,,Aggressive Baseliner,none,pink,sw white,BROKEN,55,49,55,44,47,50,,,,,,,
Ballman #4901,Stan the Ballman collection,https://arts.ballmanproject.io/2991.png,4900,Pink Gradient 2,pink,06,black,,none,blue,,black,dm_partinghair_black,none,none,All-court Player,none,copper,sw white,FINGER,49,52,46,57,46,50,,,,,,,
Ballman #4902,Stan the Ballman collection,https://arts.ballmanproject.io/4754.png,4901,Deep Blue 2,white,06,black,,none,yellow,red,white,bp_beard_ginger,white,none,All-court Player,Cardio+,pink,full white,TROPHY,49,52,46,57,46,50,,,5.0,,,,
Ballman #4903,Stan the Ballman collection,https://arts.ballmanproject.io/254.png,4902,Purple Stan 1,white,06,black,pink,none,yellow,black,blue,am_afro_brown,black,none,Counterpuncher,none,white,full black,BACKHANDS,46,50,47,50,57,50,,,,,,,
Ballman #4904,Stan the Ballman collection,https://arts.ballmanproject.io/107.png,4903,Holographic 3,white,green,white,blue,normal,black,blue,black,ar_mohawk_blond,black,none,Pusher,Cardio+,white,none,BACKHANDS,46,50,43,52,58,50,,,5.0,,,,
Ballman #4905,Stan the Ballman collection,https://arts.ballmanproject.io/973.png,4904,Deep Blue 1,green,06,black,blue,none,black,red,yellow,nk_fauxhawk_ginger,none,none,Pusher,none,white,none,BACKHANDS VOLLEY,46,51,44,53,57,50,,,,,,,
Ballman #4906,Stan the Ballman collection,https://arts.ballmanproject.io/201.png,4905,Victory Green 2,orange,01,white,pink,none,green,yellow,blue,ar_mohawk_ginger,none,none,All-court Player,none,green,none,BACKHANDS,49,52,46,57,46,50,,,,,,,
Ballman #4907,Stan the Ballman collection,https://arts.ballmanproject.io/1189.png,4906,Deep Blue 3,yellow,06,white,blue,normal,white,blue,blue,rn_headband_ginger,none,none,Serve-and-Volleyer,none,copper,sw white,BACKHANDS VOLLEY,56,49,53,52,40,50,,,,,,,
Ballman #4908,Stan the Ballman collection,https://arts.ballmanproject.io/5568.png,4907,Purple Stan 3,black,Stan,white,,,yellow,,red,,,,Pusher,none,white,full black,BROKEN,46,51,44,53,57,50,,,,,,,
Ballman #4909,Stan the Ballman collection,https://arts.ballmanproject.io/3174.png,4908,Victory Yellow 3,yellow,06,white,,none,yellow,,green,rf_headband_blond,none,none,Pusher,none,metalred,sw black,FINGER,46,50,43,52,58,50,,,,,,,
Ballman #4910,Stan the Ballman collection,https://arts.ballmanproject.io/5021.png,4909,Radiant Yellow 2,lgbtq,Stan,white,pink,,green,,pink,,white,,All-court Player,none,copper,sw black,BACKHANDS,49,52,46,57,46,50,,,,,,,
Ballman #4911,Stan the Ballman collection,https://arts.ballmanproject.io/4512.png,4910,Victory Green 3,red,03,black,yellow,none,pink,blue,pink,se_featheredhair_blond,white,,Counterpuncher,none,red,none,POINT,46,50,47,50,57,50,,,,,,,
Ballman #4912,Stan the Ballman collection,https://arts.ballmanproject.io/2790.png,4911,Radiant Green 2,white,05,black,,none,yellow,,red,st_longhair_ginger,white,none,Pusher,Sledge Hammer,pink,none,FINGER,46,51,44,53,57,50,,8.0,,,,,
Ballman #4913,Stan the Ballman collection,https://arts.ballmanproject.io/5535.png,4912,Red Stan 1,purple,Stan,white,,,black,,green,,,,Serve-and-Volleyer,none,blue,full black,BROKEN,56,49,53,52,40,50,,,,,,,
Ballman #4914,Stan the Ballman collection,https://arts.ballmanproject.io/5746.png,4913,Victory Yellow 1,lgbtq,Stan,black,,,blue,,yellow,,none,,Serve-and-Volleyer,none,gold,none,FINGER,56,50,53,51,40,50,,,,,,,
Ballman #4915,Stan the Ballman collection,https://arts.ballmanproject.io/5862.png,4914,Holographic 3,orange,Stan,white,,,white,,pink,,none,,Pusher,Killer mindset,paillettes,none,FIST,46,51,44,53,57,50,,,,,5.0,,
